Масло сливочное соленое «Крестьянское»;647;0.8;71.5;1.3
Масло сливочное. с белком;747.5;0.5;82.5;0.8
Масло топленое;892;0.2;99;0
Бобы;56.8;6;0.1;8.5
Горох. зерно;298;20.5;2;49.5
Горох. лущеный;299;23;1.6;48.1
Горошек зеленый;55;5;0.2;8.3
Горошек зеленый быстрозамороженный;302.7;23;1.2;53.3
Горошек зеленый сушеный;295.5;35;0.4;40.5
Маш;308.6;24.6;1.4;52.7
Нут;328.6;20.1;5;54.2
Соя. зерно;364;34.9;17.3;17.3
Фасоль (стручок);23;2.5;0.3;3
Фасоль. зерно;298;21;2;47
Чечевица. зерно;295;24;1.5;46.3
Чина;303.9;24.4;0.9;52.1
Гречиха. зерно продовольственное;296;10.8;3.2;56
Зерно мягкой пшеницы;305;11.8;2.2;59.5
Зерно твердой пшеницы;304;13;2.5;57.5
Кукуруза. восковидная;342.5;10.1;5.9;66.4
Кукуруза. высоколизиновая;329.8;6.3;5.8;67.3
Кукуруза. зерно продовольственное;325;10.3;4.9;60
Кукуруза. зубовидная;333.5;9.3;4;69.4
Кукуруза. крахмалистая;340.3;9.4;4.8;69.2
Кукуруза. кремнистая;334.1;9.2;4.2;69.2
Кукуруза. лопающаяся;336.4;11.7;4.3;66.9
Кукуруза. сахарная;344.6;11.9;6.5;63.6
Кукуруза. сахарная консервированная;338.4;10.3;4.9;67.5
Кукуруза. свежая в початках молочной спелости;338.4;10.3;4.9;67.5
Овес. зерно продовольственное;316;10;6.2;55.1
Просо. зерно продовольственное;298;11.2;3.9;54.6
Рис. зерно продовольственное;303;7.5;2.6;62.3
Рожь молотая жареная;322;7.9;1.7;68.7
Рожь. зерно продовольственное;283;9.9;2.2;55.8
Сорго;323.1;11.1;3.3;66.4
Тритикале;293;12.8;2.1;54.5
Ячмень. зерно продовольственное;288;10.3;2.4;56.4
Гречневая крупа продел;300;9.5;2.3;60.4
Гречневая крупа ядрица;308;12.6;3.3;57.1
Крупа “здоровье”;324;15.9;0.6;68
Крупа “пионерская”;331;17.7;2.2;64.1
Крупа “сильная”;325.2;21.2;2;59.3
Крупа “спортивная”;355.9;18.7;5.4;62
Крупа “флотская”;324.8;11.5;2.1;69.3
Крупа “южная”;330.9;13.3;3.1;66.6
Крупа манная;333;10.3;1;70.6
Крупа овсяная;342;12.3;6.1;59.5
Крупа перловая;315;9.3;1.1;66.9
Крупа пшено шлифованное;342;11.5;3.3;66.5
Крупа рисовая;333;7;1;74
Крупа ячневая;313;10;1.3;65.4
Кукурузная крупа;328;8.3;1.2;71
Кукурузные хлопья;325.3;8.3;1.2;75
Овсяные хлопья “геркулес”;352;12.3;6.2;61.8
Пшеничная крупа;335.5;16;1;70
Пшеничная крупа. “артек”;329;11;1.2;68.5
Пшеничная крупа. “полтавская”;329;11.5;1.3;67.9
Пшеничные хлопья;335.5;16;1;70
Толокно;363;12.5;6;64.9
Ацидофильная паста сублимационной сушки;75.1;3;5;4.8
Йогурт сублимационной сушки;75.1;3;5;4.8
Йогурт сублимационной сушки. плодово-ягодный;75.1;3;5;4.8
Йогурт сублимационной сушки. сладкий;75.1;3;5;4.8
Каймак (масло консервное);75.1;3;5;4.8
Какао со сгущенным молоком и сахаром;321;8.2;7.5;51.6
Какао со сгущенными сливками;75.1;3;5;4.8
Кофе со сгущенным молоком;75.1;3;5;4.8
Кофе со сгущенными сливками;75.1;3;5;4.8
Молоко «Дружба» сгущенное с сахаром;271;7.4;2.5;54.6
Молоко сгущенное с сахаром 8.5% жирности;328;7.2;8.5;55.5
Молоко сгущенное с сахаром. 5.0% жирности;295;7.1;5;55.2
Молоко сгущенное стерилизованное 7.8% жирности;138;6.4;7.8;10.3
Молоко сгущеное. с сахаром. “славянское”;261;7.4;0.2;57.1
Молоко сгущеное. с сахаром. нежирное;259;7.5;0.2;56.8
Молоко сгущеное. стерилизованное отборное;75.1;3;5;4.8
Молоко сгущеное. стерилизованное. нежирное;71;6.6;0.2;10.8
Молоко сухое «Смоленское». 15.0% жирности;432;28.5;15;44.7
Молоко сухое цельное. 25.0% жирности;483;24.2;25;39.3
Молоко сухое. 25% жирности;469.2;24.2;25;39.3
Молоко сухое. обезжиренное в герметичной упаковке;362;33.2;1;52.6
Простокваша сублимационной сушки;75.1;3;5;4.8
Сливки сгущенные;75.1;3;5;4.8
Сливки сгущенные с сахаром. 19.0% жирности;392;8;19;47
Сливки сгущенные. с сахаром;75.1;3;5;4.8
Сливки сухие 42.0% жирности;577;19;42;30.2
Сливки сухие. высокожирные;567.3;19;42;30.2
Сливки сухие. с какао;567.3;19;42;30.2
Сливки сухие. с кофе;567.3;19;42;30.2
Сливки сухие. с сахаром;567.3;19;42;30.2
Сыворотка сухая;332.8;12;1.1;73.3
Казенат натрия;75.1;3;5;4.8
Казецит;75.1;3;5;4.8
Морожение “ленинградское”;124.2;3.2;3.5;21.3
Морожение молочное с плодами и ягодами;124;3.2;2.8;21.2
Морожение сливочное с плодами и ягодами;166;3.2;8;20.1
Мороженое;124.2;3.2;3.5;21.3
Мороженое. молочное;132;3.7;3.5;21.3
Мороженое. молочное. клубничное;117.5;3.2;2.8;21.2
Мороженое. молочное. крем-брюле;138;3.7;3.5;22.9
Мороженое. молочное. ореховое;126.2;3.7;3.5;21.3
Мороженое. молочное. с шоколадной глазурью;231;3.2;15;20.6
Мороженое. молочное. шоколадное;133;3.6;3.7;21.2
Мороженое. пломбир;232;3.7;15;20.4
Мороженое. пломбир. в шоколадной глазури;310;3.2;24;20.1
Мороженое. пломбир. клубничный;206;3.2;12;21.1
Мороженое. пломбир. крем-брюле;240;3.7;15;22.4
Мороженое. пломбир. ореховый;225.9;3.7;15;20.3
Мороженое. пломбир. шоколадный;231;3.6;15;20.4
Мороженое. сливочное;183;3.7;10;19.4
Мороженое. сливочное. клубничное;160.6;3.2;8;20.2
Мороженое. сливочное. крем-брюле;191;3.7;10;21.4
Мороженое. сливочное. ореховое;177.6;3.7;10;19.4
Мороженое. сливочное. с шоколадной глазурью;271;3.2;20;19.4
Мороженое. сливочное. шоколадное;185;3.6;10;20
Эскимо;124.2;3.2;3.5;21.3
Ацидофилин 3.2% жирности;59;2.9;3.2;3.8
Ацидофилин сладкий 3.2% жирности;77;2.8;3.2;8.6
Ацидофилин. 1%;40;3;1;4
Ацидофилин. нежирный;31;3;0.05;3.9
Варенец 2.5% жирности;53;2.9;2.5;4.1
Йогурт 1.5% жирности;57;4.1;1.5;5.9
Йогурт 3.2% жирности;68;5;3.2;3.5
Йогурт 6.0% жирности;92;5;6;3.5
Йогурт плодово-ягодный. 1.5% жирности;90;4;1.5;14.3
Йогурт сладкий 3.2% жирности;87;5;3.2;8.5
Йогурт сладкий 6.0% жирности;112;5;6;8.5
Йогурт. 1.5%. сладкий;52;4.1;1.5;5.9
Кефир 1%;40;3;1;4
Кефир 2.5% жирности;53;2.9;2.5;4
Кефир 3.2% жирности;59;2.9;3.2;4
Кефир. нежирный;31;3;0.05;4
Кефир. таллинский 1%;36;3;1;4
Крем творожный с ванилином 5.0% жирности;167;11;5;19.2
Кумыс из кобыльего молока;50;2.1;1.9;5
Кумыс коровий;44.3;2.1;1.9;5
Кумыс коровий. нежирный;41;3;0.05;6.3
Масса творожная;232.1;12;16.5;9.5
Масса творожная сладкая «Московская». с ванилином 20.0% жирности;287;11.5;20;14.5
Масса творожная сладкая «Особая» с изюмом. 23.0% жирности;345;7.1;23;27.1
Молоко кобылье;39.5;2.2;1;5.8
Молоко козье;66.7;3;4.2;4.5
Молоко коровье. ацидофильное дрожжевое 3.2%;58;2.9;3.2;4.7
Молоко коровье. белковое 1%;52;4.3;1;6.4
Молоко коровье. обезжиренное 0.5%;30.8;3;0.05;4.9
Молоко коровье. с какао 3.2%;58;2.9;3.2;4.7
Молоко коровье. с кофе 3.2%;58;2.9;3.2;4.7
Молоко коровье. топленое 1%;40;3;1;4.8
Молоко коровье. топленое 6%;83.6;3;6;4.7
Молоко коровье. топленое обезжиренное;32;3;0.05;5
Молоко овечье;109.7;5.6;7.7;4.8
Молоко пастеризованное 3.2% жирности;60;2.9;3.2;4.7
Молоко пастеризованное 3.5% жирности;62;2.9;3.5;4.7
Молоко пастеризованное нежирное;32;3;0.05;4.9
Молоко пастеризованное. 1.5% жирности;45;3;1.5;4.8
Молоко пастеризованное. 2.5% жирности;54;2.9;2.5;4.8
Молоко стерилизованное 3.2% жирности;60;3;3.2;4.7
Молоко стерилизованное 3.5% жирности;63;3;3.5;4.7
Молоко стерилизованное. «Можайское» 3.0% жирности;58;2.9;3;4.7
Молоко стерилизованное. 1.5% жирности;45;3;1.5;4.8
Молоко стерилизованное. 2.5% жирности;54;2.9;2.5;4.8
Молоко топленое 4.0% жирности;67;2.9;4;4.7
Напиток «Снежок» 2.5% жирности;79;2.7;2.5;10.8
Напиток «Юбилейный». 2.5% жирности;53;2.9;2.5;4.1
Напиток «Юбилейный». плодово-ягодный. 2.5% жирности;84;2.6;2.5;12.2
Напиток кисломолочный. “южный”;62.5;3;3.6;4.8
Напиток кисломолочный. «Бифидин» 2.5% жирности;61;3.4;2.5;5.5
Напиток плодово-ягодный. 1.0% жирности;71;2.7;1;12.2
Напиток сливочный. с какао;62.5;3;3.6;4.8
Напиток сливочный. с кофе;62.5;3;3.6;4.8
Напиток сливочный. сладкий;62.5;3;3.6;4.8
Паста ацидофильная 4.0% жирности;143;5.5;4;20.5
Паста ацидофильная. сладкая 8.0% жирности;203;6.6;8;25.5
Паста молочная. “здоровье” 5%;53.3;11;0.2;2
Паста молочная. “здоровье” нежирная;53.3;11;0.2;2
Паста молочная. ацидофильная сладкая нежирная;81;5.5;0.2;13.5
Пахта “идеал”;62.5;3;3.6;4.8
Пахта “идеал”. пастеризованная;41;3.3;1;4.7
Пахта “идеал”. сквашенная;40;3.3;1;3.8
Продукт кисломолочный «Тонус» 2.5% жирности;53;2.9;2.5;4.1
Простокваша «Мечниковская» 4.0% жирности;66;2.8;4;4.1
Простокваша «Цитрусовая» 2.5% жирности;76;2.6;2.5;10.1
Простокваша 2.5% жирности;53;2.9;2.5;4.1
Простокваша 3.2% жирности;59;2.9;3.2;4.1
Простокваша. 1%;40;3;1;4.1
Простокваша. нежирная;30;3;0.05;3.8
Простокваша. цитрусовая 1%;63;2.7;1;10.1
Ряженка 2.5% жирности;54;2.9;2.5;4.2
Ряженка 4.0% жирности;67;2.8;4;4.2
Ряженка 6.0% жирности;85;3;6;4.1
Ряженка. 1%;40;3;1;4.2
Сливки пастеризованные 10.0% жирности;119;2.7;10;4.5
Сливки пастеризованные 20.0% жирности;207;2.5;20;4
Сливки пастеризованные 35.0% жирности;337;2.2;35;3.2
Сливки пастеризованные 8.0% жирности;102;2.8;8;4.5
Сливки стерилизованные 10.0% жирности;119;2.7;10;4.4
Сливки стерилизованные 25.0% жирности;251;2.4;25;3.9
Сливки. 20% жирности;205;2.5;20;4
Сливки. 35% жирности;335.8;2.2;35;3.2
Сливки. взбитые плодово-ягодные;205.1;2.8;20;3.7
Сливки. взбитые с ванилью;205.1;2.8;20;3.7
Сливки. взбитые шоколадные;205.1;2.8;20;3.7
Сметана «Домашняя» 10.0% жирности;130;3.8;10;5.6
Сметана 10.0% жирности;119;2.7;10;3.9
Сметана 15.0% жирности;162;2.6;15;3.6
Сметана 20.0% жирности;206;2.5;20;3.4
Сметана 25.0% жирности;250;2.4;25;3.2
Сметана 30.0% жирности;293;2.3;30;3.1
Сметана. 36% жирности;291.2;2.4;30;3.1
Сметана. 40% жирности;291.2;2.4;30;3.1
Сыворотка подсырная;62.5;3;3.6;4.8
Сыворотка творожная;18.1;0.8;0.2;3.5
Сырки глазированные с ванилином 10.9% жирности;270;9.4;10.9;33.1
Сырки глазированные с ванилином 27.7% жирности;413;7.9;27.7;32.6
Сырки и масса творожная «Цитрон» сладкие. 8.0% жирности;181;15;8;11.5
Сырки и масса творожная сладкая с ванилином. 16.5% жирности;238;12;16.5;9.5
Сырки творожные детские. 23.0% жирности;319;9.1;23;18.5
Сырок творожный. особый;232.1;12;16.5;9.5
Сырок творожный. славянский;232.1;12;16.5;9.5
Творог;155.3;16.7;9;2
Творог «Столовый» 2.0% жирности;114;20;2;3
Творог жирный 18.0% жирности;236;15;18;2.8
Творог мягкий диетический 11.0% жирности;178;16;11;3
Творог мягкий диетический 4.0% жирности;136;21;4;3
Творог мягкий диетический. нежирный;110;22;0.6;3.3
Творог мягкий диетический. плодово-ягодный. 4.0% жирности;164;17.3;4;13.7
Творог мягкий диетический. плодовоягодный нежирный;138;18.2;0.5;14
Творог нежирный 0.6%;110;22;0.6;3.3
Творог полужирный 9.0% жирности;169;18;9;3
Творог. зерненый со сливками;155.3;16.7;9;2
Буженина;510;15;50;0
Ветчина в форме;278.5;22.6;20.9;0
Ветчина особая;126;17.6;6.2;0
Грудинка копчено-запеченная (свинина);514;10;52.7;0
Грудинка сырокопченая (свинина);605;8.9;63.3;0
Колбаса вареная говяжья;165;15;11.7;0.2
Колбаса вареная для завтрака;187;13;13.9;2.4
Колбаса вареная русская;302;11.5;27.9;1.7
Колбаса вареная. диабетическая;254;12.1;22.8;0
Колбаса вареная. диетическая;170;12.1;13.5;0
Колбаса вареная. докторская;257;12.8;22.2;1.5
Колбаса вареная. зеленоградская (с мясом утки);187;17.2;12.1;2.2
Колбаса вареная. любительская;301;12.2;28;0.1
Колбаса вареная. любительская свиная;311.9;12.5;29.1;0
Колбаса вареная. молочная;252;11.7;22.8;0.2
Колбаса вареная. отдельная;240;11;21;1.7
Колбаса вареная. подмосковная (с куриным мясом);180;17.2;11.6;1.7
Колбаса вареная. свиная;277;10.8;25.8;0.5
Колбаса вареная. столовая;234;11.1;20.2;1.8
Колбаса вареная. телячья;308;13.2;28.3;0.3
Колбаса вареная. чайная;216;11.7;18.4;1.7
Колбаса варено-копченая;350;20;30;0
Колбаса варено-копченая московская;406;19.1;36.6;0.2
Колбаса варено-копченая. любительская;420;17.2;39;0.2
Колбаса полукопченая одесская;402;14.8;38.1;0.3
Колбаса полукопченая. армавирская;423;15.1;40.1;0.3
Колбаса полукопченая. краковская;466.2;16.2;44.6;0
Колбаса полукопченая. минская;258.7;23;17.4;2.7
Колбаса полукопченая. полтавская;416.6;16.4;39;0
Колбаса полукопченая. таллинская;373;17.1;33.8;0.2
Колбаса полукопченая. украинская;375.6;16.5;34.4;0
Колбаса сырокопченая дорожная;498;17;47.7;0.4
Колбаса сырокопченая зернистая;606;9.9;62.8;0.3
Колбаса сырокопченая олимпийская;436;21.1;39.1;0.4
Колбаса сырокопченая свиная;566;13;57;0.2
Колбаса сырокопченая. брауншвейгская;491;27.7;42.2;0.2
Колбаса сырокопченая. любительская;513.8;20.9;47.8;0
Колбаса сырокопченая. московская;472.7;24.8;41.5;0
Колбаса сырокопченая. столичная;486.6;24;43.4;0
Корейка копчено-запеченная (свинина);475;10.2;48.2;0
Корейка сырокопченая (свинина);469;10.5;47.4;0
Мясной хлеб ветчинный;256;12.9;21.8;1.9
Мясной хлеб говяжий;263;10.5;23.9;1.4
Мясной хлеб отдельный;246;12;21;2.1
Окорок варено-копчёный;510;15;50;0
Окорок тамбовский вареный;288;14.3;25.6;0
Охотничьи колбаски;463;25.3;40;0.3
Сервелат *;461;24;40.5;0.2
Баранина тушеная;191;17.4;13.4;0.2
Говядина отварная в собственном соку;214;15.4;16.9;0
Говядина тушеная;220;16.8;17;0.2
Гуляш бараний;213;14.2;15.6;3.9
Гуляш говяжий;212;16.8;14.3;3.9
Гуляш свиной;333;13.1;29.4;3.9
Завтрак туриста (баранина);210;18;15.2;0.2
Завтрак туриста (говядина);217;20.5;14.9;0.2
Завтрак туриста (свинина);347;16.9;31;0.2
Колбасный фарш ветчиннорубленный;212.6;15.2;15.7;2.8
Колбасный фарш любительский;351.7;12.3;32.4;2.9
Колбасный фарш отдельный;278.6;13.6;23.7;2.9
Конина тушеная;233.9;19.3;17.2;0.5
Консервы мясные;216;18;16;0
Курица в собственном соку;183;23.2;9.9;0.4
Мясо в белом соусе;201.4;18;12.8;3.8
Мясо в белом соусе (говядина);220;18;14.8;3.6
Оленина тушеная;170.8;19.3;10.4;0
Паштет мясной (говяжий);275;16.1;23.3;0.4
Паштет печеночный;301;11.6;28.1;3.4
Свинина жирная;486;11.5;48.9;0
Свинина тушеная;349;14.9;32.2;0.2
Субпродукты (головы. ноги. крылья. желудки. шеи);241;18.2;18.4;0.7
Утка в собственном соку;223;16;17.5;0.3
Фарш колбасный куриный;200;15;15.6;0
Фарш свиной сосисочный;244;10.6;20.4;4.3
Язык говяжий в желе;212;22.4;13.6;2.4
Баранина. грудинка мякоть;288;14;25.8;0
Баранина. корейка мякоть;255;15.9;21.5;0
Баранина. котлетное мясо;238;16;19.3;0
Баранина. лопаточная часть;199;16.1;14.9;0
Баранина. пашина;204.5;17.6;14.9;0
Баранина. спинная часть;254.1;16.5;20.9;0
Баранина. тазобедренная часть;198;17;14.4;0
Баранина. шейная часть;208.3;15.4;16.3;0
Говядина. вырезка;218.4;18.6;16;0
Говядина. грудинка (мякоть);224.6;17;17.4;0
Говядина. котлетное мясо;218.4;18.6;16;0
Говядина. лопаточная часть (заплечная);137;19.4;6.6;0
Говядина. лопаточная часть (плечевая);137;19.4;6.6;0
Говядина. пашина;225;18.9;16.6;0
Говядина. подлопаточная часть;137;19.4;6.6;0
Говядина. покромка;218.4;18.6;16;0
Говядина. поясничная часть (тонкий край);166;19.9;9.6;0
Говядина. спинная часть (толстый край);156.6;19.8;8.6;0
Говядина. тазобедренная часть (боковой кусок);138.4;20.2;6.4;0
Говядина. тазобедренная часть (внутренний кусок);138.4;20.2;6.4;0
Говядина. тазобедренная часть(верхний кусок);138.4;20.2;6.4;0
Говядина. тазобедренная часть(наружный кусок);138.4;20.2;6.4;0
Говядина. шейная часть;135.2;19.4;6.4;0
Свинина. вырезка;142;19.4;7.1;0
Свинина. грудинка мякоть;602;8;63.3;0
Свинина. жирная. окорок;332.7;15;30.3;0
Свинина. корейка мякоть;384;13.7;36.5;0
Свинина. котлетное мясо;421;11.4;41.7;0
Свинина. лопаточная часть;365.5;14.7;29.4;0
Свинина. тазобедренная часть;305;15;27.2;0
Свинина. шейная часть (мякоть);343;13.6;31.9;0
Телятина молочная;96.8;19.7;2;0
Телятина. грудная часть;88.8;19.5;1.2;0
Телятина. котлетное мясо;96.8;19.7;2;0
Телятина. лопаточная часть;87.5;19.4;1.1;0
Телятина. пашина;88.8;19.5;1.2;0
Телятина. подплечный край;90.1;19.6;1.3;0
Телятина. порционный кусок с косточкой;96.8;19.7;2;0
Телятина. поясничная часть;90;19.8;1.2;0
Телятина. спинная часть;90;19.8;1.2;0
Телятина. тазобедренная часть;88.4;19.4;1.2;0
Телятина. шейная часть;92.8;20.5;1.2;0
Баранина;202.9;16.3;15.3;0
Баранина 1 кат.;209;15.6;16.3;0
Баранина 2 кат.;166;19.8;9.6;0
Буйволятина;194.8;19;13.2;0
Буйволятина. 1 категории;194.8;19;13.2;0
Буйволятина. 2 категории;135.4;20.8;5.8;0
Верблюжатина;160.2;18.9;9.4;0
Говядина 1 кат.;218;18.6;16;0
Говядина 2 кат.;168;20;9.8;0
Козлятина;216;18;16;0
Конина;167.1;19.5;9.9;0
Конина 1 кат.;167;19.5;9.9;0
Конина 2 кат.;121;20.9;4.1;0
Мясо косули;138.4;21.1;6;0
Мясо кролика;183;21.2;11;0
Мясо лося;100.9;21.4;1.7;0
Мясо сайгака;208.1;21.2;13.7;0
Мясо яка;111.5;20;3.5;0
Мясо. ягнятина;191.7;16.2;14.1;0
Оленина;154.5;19.5;8.5;0
Оленина 1 кат.;155;19.5;8.5;0
Оленина. 2 категории;124.5;21;4.5;0
Поросятина;109;20.6;3;0
Свинина беконная;318;17;27.8;0
Свинина жирная;491;11.7;49.3;0
Свинина мясная;357;14.3;33.3;0
Телятина 1 кат.;97;19.7;2;0
Телятина 2 кат.;89;20.4;0.9;0
Бройлеры (цыплята) 1 кат.;220;18.7;16.1;0
Бройлеры (цыплята) 2 кат.;180;19.7;11.2;0
Глухарь;253.9;18;20;0.5
Гуси 1 кат.;412;15.2;39;0
Гуси 2 кат.;317;17;27.7;0
Гусята. 1 категории;325.6;16.6;28.8;0
